level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	8	1	1	2	148	346	43	15	94.413803	deux
5	1	8	1	1	3	196	345	40	15	91.392906	mille
5	1	8	1	1	4	243	344	75	19	93.784775	vingt-six,
5	1	8	1	1	5	326	344	14	14	90.778198	le
5	1	8	1	1	6	347	343	47	15	90.778198	treize
5	1	8	1	1	7	401	342	56	17	96.891930	février,
5	1	8	1	1	8	466	341	9	16	96.891930	à
5	1	8	1	1	9	482	342	76	18	96.279488	quatorze
5	1	8	1	1	10	564	340	64	16	95.621849	heures,
3	1	8	2	0	0	106	369	1027	57	-1	
4	1	8	2	1	0	107	369	1026	31	-1	
5	1	8	2	1	1	107	383	49	16	96.683418	Nous,
5	1	8	2	1	2	167	380	70	20	93.297501	Nadège
5	1	8	2	1	3	247	380	104	16	91.424843	COLLOMB,
5	1	8	2	1	4	362	377	122	20	91.384232	Brigadier-chef
5	1	8	2	1	5	493	377	21	15	96.251427	de
5	1	8	2	1	6	524	376	56	20	94.902023	police,
5	1	8	2	1	7	590	376	57	15	94.902023	officier
5	1	8	2	1	8	657	375	21	15	95.691177	de
5	1	8	2	1	9	688	374	50	19	95.465210	police
5	1	8	2	1	10	747	373	78	19	95.465210	judiciaire
5	1	8	2	1	11	836	372	72	19	90.367111	(GRAB),
5	1	8	2	1	12	919	371	73	19	96.514442	agissant
5	1	8	2	1	13	1001	374	21	11	96.982979	en
5	1	8	2	1	14	1032	369	70	19	96.795517	enquête
5	1	8	2	1	15	1112	369	21	15	96.937294	de
4	1	8	2	2	0	106	407	86	19	-1	
5	1	8	2	2	1	106	407	86	19	92.894417	flagrance,
3	1	8	3	0	0	108	431	1025	54	-1	
4	1	8	3	1	0	108	431	1025	27	-1	
5	1	8	3	1	1	108	443	92	15	93.060028	Entendons
5	1	8	3	1	2	208	441	96	16	92.590469	CHABERT
5	1	8	3	1	3	311	440	51	17	96.486031	René,
5	1	8	3	1	4	370	439	21	16	96.715347	né
5	1	8	3	1	5	398	440	14	14	96.835991	le
5	1	8	3	1	6	420	438	97	16	96.757164	17/01/1951
5	1	8	3	1	7	524	437	11	16	95.786987	à
5	1	8	3	1	8	541	437	85	16	95.786987	Grenoble,
5	1	8	3	1	9	634	435	65	17	92.725998	retraité,
5	1	8	3	1	10	707	435	93	15	96.189903	demeurant
5	1	8	3	1	11	808	434	20	15	96.977776	13
5	1	8	3	1	12	835	433	62	15	95.450623	chemin
5	1	8	3	1	13	905	433	21	14	96.315559	de
5	1	8	3	1	14	933	432	14	15	93.256119	la
5	1	8	3	1	15	954	431	179	16	91.661980	Croix-des-Rameaux,
4	1	8	3	2	0	108	463	471	22	-1	
5	1	8	3	2	1	108	468	53	16	93.289207	38330
5	1	8	3	2	2	168	467	63	16	81.460533	Biviers,
5	1	8	3	2	3	238	466	86	19	96.069771	téléphone
5	1	8	3	2	4	330	465	22	15	96.547928	06
5	1	8	3	2	5	358	465	21	15	96.652420	39
5	1	8	3	2	6	386	465	21	14	96.559196	98
5	1	8	3	2	7	413	464	21	15	96.191833	90
5	1	8	3	2	8	441	464	25	16	96.667725	58,
5	1	8	3	2	9	473	463	26	19	94.997192	qui
5	1	8	3	2	10	505	463	64	15	93.180656	déclare
5	1	8	3	2	11	577	466	2	11	93.180656	:
3	1	8	4	0	0	108	499	469	24	-1	
4	1	8	4	1	0	108	499	469	24	-1	
5	1	8	4	1	1	108	504	84	19	93.258301	Question
5	1	8	4	1	2	200	507	4	11	93.233063	:
5	1	8	4	1	3	211	503	127	19	92.836136	Qu'avez-vous
5	1	8	4	1	4	345	500	88	19	96.604912	remarqué
5	1	8	4	1	5	441	500	15	15	96.585442	le
5	1	8	4	1	6	462	499	98	15	93.175209	12/02/2026
5	1	8	4	1	7	567	499	10	14	93.089104	?
2	1	9	0	0	0	109	520	1027	54	-1	
3	1	9	1	0	0	109	520	1027	54	-1	
4	1	9	1	1	0	109	520	1026	33	-1	
5	1	9	1	1	1	109	534	78	19	88.950142	Réponse
5	1	9	1	1	2	195	537	2	11	88.950142	:
5	1	9	1	1	3	205	533	39	15	93.148468	Vers
5	1	9	1	1	4	251	532	42	15	96.811241	deux
5	1	9	1	1	5	300	532	64	16	93.586151	heures,
5	1	9	1	1	6	372	531	42	15	96.944427	deux
5	1	9	1	1	7	421	530	59	15	96.935104	heures
5	1	9	1	1	8	487	531	16	13	96.035271	et
5	1	9	1	1	9	510	530	49	18	85.766098	quart,
5	1	9	1	1	10	566	528	50	19	95.654221	j'étais
5	1	9	1	1	11	623	527	42	15	96.920631	dans
5	1	9	1	1	12	672	530	37	12	96.427582	mon
5	1	9	1	1	13	715	526	53	19	96.642151	jardin.
5	1	9	1	1	14	776	525	28	15	96.431877	J'ai
5	1	9	1	1	15	811	528	20	12	94.391548	vu
5	1	9	1	1	16	839	528	20	11	94.391548	un
5	1	9	1	1	17	867	524	48	15	94.540192	break
5	1	9	1	1	18	922	523	22	15	96.691429	de
5	1	9	1	1	19	950	523	64	15	96.438896	couleur
5	1	9	1	1	20	1022	521	68	16	93.262878	blanche
5	1	9	1	1	21	1097	520	38	20	91.846291	garé
4	1	9	1	2	0	109	548	1027	26	-1	
5	1	9	1	2	1	109	563	20	11	94.113770	en
5	1	9	1	2	2	137	558	64	16	96.699890	marche
5	1	9	1	2	3	208	557	56	16	95.446678	arrière
5	1	9	1	2	4	271	561	20	11	96.877243	au
5	1	9	1	2	5	298	557	38	15	96.623718	bout
5	1	9	1	2	6	342	556	21	15	96.623718	du
5	1	9	1	2	7	370	555	67	17	96.009842	chemin,
5	1	9	1	2	8	444	555	59	15	94.046234	devant
5	1	9	1	2	9	510	554	14	15	96.640862	le
5	1	9	1	2	10	531	553	52	20	96.959000	portail
5	1	9	1	2	11	590	553	21	15	96.959000	de
5	1	9	1	2	12	618	552	14	15	95.318298	la
5	1	9	1	2	13	639	552	62	15	96.640640	maison
5	1	9	1	2	14	708	550	94	19	93.160942	inoccupée.
5	1	9	1	2	15	809	550	44	15	96.272079	C'est
5	1	9	1	2	16	859	548	89	17	96.893486	inhabituel,
5	1	9	1	2	17	955	550	81	17	96.515503	personne
5	1	9	1	2	18	1043	550	21	12	96.941650	ne
5	1	9	1	2	19	1071	550	19	11	93.084656	se
5	1	9	1	2	20	1097	549	39	16	96.654701	gare
2	1	10	0	0	0	109	585	1028	83	-1	
3	1	10	1	0	0	109	585	1028	83	-1	
4	1	10	1	1	0	109	585	19	15	-1	
5	1	10	1	1	1	109	585	19	15	95.834824	là.
4	1	10	1	2	0	109	617	391	23	-1	
5	1	10	1	2	1	109	620	85	20	93.249062	Question
5	1	10	1	2	2	202	624	3	11	93.128136	:
5	1	10	1	2	3	212	620	97	15	96.842491	Avez-vous
5	1	10	1	2	4	315	622	22	11	96.972702	vu
5	1	10	1	2	5	344	618	33	15	97.012970	des
5	1	10	1	2	6	384	620	99	17	93.255966	personnes
5	1	10	1	2	7	490	617	10	14	92.923004	?
4	1	10	1	3	0	111	636	1026	32	-1	
5	1	10	1	3	1	111	649	77	19	93.296829	Réponse
5	1	10	1	3	2	197	652	3	11	93.024498	:
5	1	10	1	3	3	210	648	23	15	96.325714	Un
5	1	10	1	3	4	243	648	64	14	96.606651	homme
5	1	10	1	3	5	316	646	46	16	96.578941	d'une
5	1	10	1	3	6	371	645	76	16	96.192513	trentaine
5	1	10	1	3	7	456	644	82	17	95.542839	d'années,
5	1	10	1	3	8	548	643	73	17	96.469879	costaud,
5	1	10	1	3	9	630	642	25	19	96.867279	qui
5	1	10	1	3	10	664	643	26	14	96.858841	est
5	1	10	1	3	11	698	641	37	19	96.710068	parti
5	1	10	1	3	12	744	640	11	16	96.710068	à
5	1	10	1	3	13	763	640	35	19	96.851845	pied
5	1	10	1	3	14	807	643	37	12	96.297501	vers
5	1	10	1	3	15	852	639	41	15	96.589142	chez
5	1	10	1	3	16	902	639	42	14	95.955238	Mme
5	1	10	1	3	17	953	637	83	16	83.913353	SERMET.
5	1	10	1	3	18	1047	637	17	15	96.750458	Et
5	1	10	1	3	19	1073	640	20	11	96.765854	un
5	1	10	1	3	20	1102	636	35	19	96.630409	plus
2	1	11	0	0	0	109	663	1028	53	-1	
3	1	11	1	0	0	109	663	1028	53	-1	
4	1	11	1	1	0	109	663	1028	32	-1	
5	1	11	1	1	1	109	676	53	19	96.286736	jeune,
5	1	11	1	1	2	171	675	56	17	96.647049	mince,
5	1	11	1	1	3	235	678	41	12	95.427483	avec
5	1	11	1	1	4	283	677	32	12	96.966171	une
5	1	11	1	1	5	322	674	85	18	96.536842	casquette
5	1	11	1	1	6	414	675	54	16	96.553413	rouge,
5	1	11	1	1	7	476	671	25	19	96.839615	qui
5	1	11	1	1	8	508	672	26	14	96.498825	est
5	1	11	1	1	9	541	670	43	15	96.774017	resté
5	1	11	1	1	10	591	669	38	20	96.937263	près
5	1	11	1	1	11	636	669	20	15	96.914024	de
5	1	11	1	1	12	664	669	15	15	96.573341	la
5	1	11	1	1	13	685	668	59	15	96.829956	voiture
5	1	11	1	1	14	751	670	16	13	96.174049	et
5	1	11	1	1	15	774	666	77	20	96.858238	regardait
5	1	11	1	1	16	858	669	30	12	96.738464	son
5	1	11	1	1	17	896	665	90	19	95.826485	téléphone.
5	1	11	1	1	18	994	664	28	15	96.715096	J'ai
5	1	11	1	1	19	1030	663	52	20	96.919235	pensé
5	1	11	1	1	20	1089	663	11	15	96.948868	à
5	1	11	1	1	21	1106	663	31	15	96.262451	des
4	1	11	1	2	0	110	701	74	15	-1	
5	1	11	1	2	1	110	701	74	15	96.277954	ouvriers.
2	1	12	0	0	0	111	732	1028	53	-1	
3	1	12	1	0	0	111	732	1028	53	-1	
4	1	12	1	1	0	111	732	442	24	-1	
5	1	12	1	1	1	111	737	84	19	93.115204	Question
5	1	12	1	1	2	203	740	4	11	93.115204	:
5	1	12	1	1	3	214	736	97	15	96.853630	Avez-vous
5	1	12	1	1	4	318	733	55	16	93.275581	relevé
5	1	12	1	1	5	380	732	156	17	90.705116	l'immatriculation
5	1	12	1	1	6	543	732	10	14	92.623291	?
4	1	12	1	2	0	112	752	1027	33	-1	
5	1	12	1	2	1	112	766	77	19	93.297806	Réponse
5	1	12	1	2	2	198	769	3	11	92.680115	:
5	1	12	1	2	3	211	766	39	15	96.880928	Non,
5	1	12	1	2	4	258	764	15	19	96.880966	je
5	1	12	1	2	5	282	764	28	15	96.470505	n'ai
5	1	12	1	2	6	319	767	31	15	96.669853	pas
5	1	12	1	2	7	358	766	36	12	96.176460	mes
5	1	12	1	2	8	402	762	69	15	94.122437	lunettes
5	1	12	1	2	9	478	761	42	15	95.509087	dans
5	1	12	1	2	10	529	761	14	14	96.375984	le
5	1	12	1	2	11	550	760	53	19	96.785706	jardin.
5	1	12	1	2	12	613	760	7	14	48.811958	11
5	1	12	1	2	13	628	763	10	15	96.469810	y
5	1	12	1	2	14	646	759	42	15	94.304153	avait
5	1	12	1	2	15	695	762	20	11	93.270332	un
5	1	12	1	2	16	723	763	10	8	93.094833	«
5	1	12	1	2	17	742	758	10	15	93.212959	5
5	1	12	1	2	18	760	763	10	8	93.212959	»
5	1	12	1	2	19	777	757	15	19	96.919472	je
5	1	12	1	2	20	800	757	46	15	96.742935	crois.
5	1	12	1	2	21	855	757	21	14	96.994926	La
5	1	12	1	2	22	883	756	59	15	95.173401	voiture
5	1	12	1	2	23	950	756	26	14	95.611153	est
5	1	12	1	2	24	984	754	66	19	92.143311	repartie
5	1	12	1	2	25	1057	757	37	11	96.951073	vers
5	1	12	1	2	26	1102	752	37	16	96.737167	trois
2	1	13	0	0	0	112	788	312	21	-1	
3	1	13	1	0	0	112	788	312	21	-1	
4	1	13	1	1	0	112	788	312	21	-1	
5	1	13	1	1	1	112	792	64	16	95.754166	heures,
5	1	13	1	1	2	184	794	27	15	94.750412	par
5	1	13	1	1	3	218	790	14	15	94.750412	la
5	1	13	1	1	4	239	791	43	13	95.624474	route
5	1	13	1	1	5	289	789	21	15	93.195061	de
5	1	13	1	1	6	317	788	107	15	87.147018	Montbonnot.
2	1	14	0	0	0	112	823	595	53	-1	
3	1	14	1	0	0	112	823	595	53	-1	
4	1	14	1	1	0	112	823	509	25	-1	
5	1	14	1	1	1	112	828	85	20	93.145790	Question
5	1	14	1	1	2	204	832	4	11	93.145790	:
5	1	14	1	1	3	216	827	130	16	96.245270	Pourriez-vous
5	1	14	1	1	4	353	824	107	18	95.729980	reconnaître
5	1	14	1	1	5	466	828	32	11	96.820656	ces
5	1	14	1	1	6	505	826	99	17	93.238853	personnes
5	1	14	1	1	7	611	823	10	14	92.915993	?
4	1	14	1	2	0	113	851	594	25	-1	
5	1	14	1	2	1	113	857	78	19	93.304489	Réponse
5	1	14	1	2	2	198	860	3	11	93.171165	:
5	1	14	1	2	3	209	856	20	15	96.955383	Le
5	1	14	1	2	4	235	856	48	19	96.760521	jeune
5	1	14	1	2	5	290	854	82	20	96.069252	peut-être,
5	1	14	1	2	6	380	853	10	16	96.926056	à
5	1	14	1	2	7	396	856	52	12	96.896660	cause
5	1	14	1	2	8	455	852	20	16	96.725868	de
5	1	14	1	2	9	482	852	15	15	96.816292	la
5	1	14	1	2	10	503	853	89	17	96.246559	casquette.
5	1	14	1	2	11	600	851	63	16	96.120461	L'autre,
5	1	14	1	2	12	671	853	36	11	96.596344	non.
2	1	15	0	0	0	114	884	483	22	-1	
3	1	15	1	0	0	114	884	483	22	-1	
4	1	15	1	1	0	114	884	483	22	-1	
5	1	15	1	1	1	114	889	64	14	93.082779	Lecture
5	1	15	1	1	2	184	887	37	15	96.392128	faite
5	1	15	1	1	3	228	890	27	16	96.148170	par
5	1	15	1	1	4	262	886	85	16	94.235840	lui-même,
5	1	15	1	1	5	354	885	68	19	96.566795	persiste
5	1	15	1	1	6	428	885	16	14	94.151825	et
5	1	15	1	1	7	451	884	45	19	94.151825	signe
5	1	15	1	1	8	503	886	41	12	96.499969	avec
5	1	15	1	1	9	551	885	46	12	96.305351	nous.
2	1	16	0	0	0	622	923	505	115	-1	
3	1	16	1	0	0	626	923	501	115	-1	
4	1	16	1	1	0	694	923	433	18	-1	
5	1	16	1	1	1	694	929	18	12	96.952118	Le
5	1	16	1	1	2	717	928	51	13	96.418762	témoin
5	1	16	1	1	3	921	925	62	13	90.312798	L'officier
5	1	16	1	1	4	988	925	18	12	96.999573	de
5	1	16	1	1	5	1012	924	44	16	94.674507	police
5	1	16	1	1	6	1061	923	66	17	96.433670	judiciaire
4	1	16	1	2	0	622	957	465	67	-1	
5	1	16	1	2	1	622	957	162	67	27.640068	dns
5	1	16	1	2	2	919	963	168	48	52.175751	ANA
4	1	16	1	3	0	686	1022	387	16	-1	
5	1	16	1	3	1	686	1027	13	11	91.135445	R.
5	1	16	1	3	2	706	1026	72	12	91.135445	CHABERT
5	1	16	1	3	3	978	1024	14	10	91.228539	N.
5	1	16	1	3	4	998	1022	75	13	91.047295	COLLOMB
2	1	17	0	0	0	151	1663	993	15	-1	
3	1	17	1	0	0	151	1663	993	15	-1	
4	1	17	1	1	0	151	1663	993	15	-1	
5	1	17	1	1	1	151	1663	993	15	95.000000	 
2	1	18	0	0	0	361	1681	783	20	-1	
3	1	18	1	0	0	361	1681	783	20	-1	
4	1	18	1	1	0	361	1681	783	20	-1	
5	1	18	1	1	1	361	1689	70	12	93.112732	DOSSIER
5	1	18	1	1	2	437	1688	47	12	91.933678	FICTIF
5	1	18	1	1	3	489	1693	16	3	92.676109	—
5	1	18	1	1	4	510	1684	138	15	90.358261	DÉMONSTRATION
5	1	18	1	1	5	654	1691	15	3	92.896454	—
5	1	18	1	1	6	675	1684	66	12	96.939217	AUCUNE
5	1	18	1	1	7	747	1683	63	12	96.945847	VALEUR
5	1	18	1	1	8	816	1682	85	15	96.944046	JURIDIQUE
5	1	18	1	1	9	1085	1681	59	12	78.201218	D2—p.3
